Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1968","1968","?C","-2.379","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1969","1969","?C","0.235","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1970","1970","?C","2.419","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1971","1971","?C","-1.488","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1972","1972","?C","0.319","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1973","1973","?C","1.286","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1974","1974","?C","0.407","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1975","1975","?C","-0.856","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1976","1976","?C","-0.442","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1977","1977","?C","-2.912","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1978","1978","?C","-0.014","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1979","1979","?C","2.1","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1980","1980","?C","0.353","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1981","1981","?C","-1.201","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1982","1982","?C","-2.296","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1983","1983","?C","1.318","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1984","1984","?C","2.209","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1985","1985","?C","-1.034","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1986","1986","?C","-2.288","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1987","1987","?C","-1.116","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1988","1988","?C","2.752","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1989","1989","?C","1.728","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1990","1990","?C","-1.186","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1991","1991","?C","4.367","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1992","1992","?C","0.498","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1993","1993","?C","-0.308","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1994","1994","?C","1.52","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1995","1995","?C","-1.173","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1996","1996","?C","3.353","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1997","1997","?C","-1.127","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1998","1998","?C","-2.904","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","1999","1999","?C","-2","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2000","2000","?C","-0.514","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2001","2001","?C","1.759","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2002","2002","?C","1.717","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2003","2003","?C","-1.366","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2004","2004","?C","3.344","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2005","2005","?C","4.764","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2006","2006","?C","-0.325","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2007","2007","?C","-0.279","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2008","2008","?C","4.235","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2009","2009","?C","2.669","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2010","2010","?C","-0.243","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2011","2011","?C","0.307","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2012","2012","?C","-0.916","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2013","2013","?C","6.735","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2014","2014","?C","2.039","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2015","2015","?C","-0.904","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2016","2016","?C","-0.413","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2017","2017","?C","0.557","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2018","2018","?C","-1.651","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2019","2019","?C","-0.045","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7009","September","2020","2020","?C","0.87","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1961","1961","?C","1.282","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1962","1962","?C","0.123","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1963","1963","?C","-0.467","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1964","1964","?C","-1.586","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1965","1965","?C","-1.108","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1966","1966","?C","-0.486","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1967","1967","?C","-1.999","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1968","1968","?C","2.962","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1969","1969","?C","0.626","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1970","1970","?C","1.779","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1971","1971","?C","1.046","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1972","1972","?C","1.831","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1973","1973","?C","0.787","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1974","1974","?C","0.81","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1975","1975","?C","1.001","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1976","1976","?C","-0.349","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1977","1977","?C","-2.992","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1978","1978","?C","0.37","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1979","1979","?C","-1.412","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1980","1980","?C","-0.61","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1981","1981","?C","-3.156","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1982","1982","?C","0.949","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1983","1983","?C","-2.584","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1984","1984","?C","-1.245","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1985","1985","?C","-0.513","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1986","1986","?C","-1.343","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1987","1987","?C","-0.577","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1988","1988","?C","3.575","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1989","1989","?C","-0.752","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1990","1990","?C","1.022","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1991","1991","?C","-0.631","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1992","1992","?C","2.934","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1993","1993","?C","-0.15","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1994","1994","?C","-0.565","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1995","1995","?C","0.646","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1996","1996","?C","-0.968","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1997","1997","?C","-2.028","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1998","1998","?C","-2.611","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","1999","1999","?C","-0.519","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2000","2000","?C","-0.558","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2001","2001","?C","-1.454","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2002","2002","?C","0.985","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2003","2003","?C","-0.516","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2004","2004","?C","0.995","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2005","2005","?C","1.647","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2006","2006","?C","-2.515","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2007","2007","?C","0.538","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2008","2008","?C","-0.103","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2009","2009","?C","0.451","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2010","2010","?C","1.322","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2011","2011","?C","1.409","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2012","2012","?C","0.437","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2013","2013","?C","0.728","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2014","2014","?C","0.348","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2015","2015","?C","2.671","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2016","2016","?C","0.749","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2017","2017","?C","3.142","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2018","2018","?C","3.053","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2019","2019","?C","0.466","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7010","October","2020","2020","?C","-0.932","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1961","1961","?C","-0.059","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1962","1962","?C","0.222","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1963","1963","?C","-1.699","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1964","1964","?C","0.123","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1965","1965","?C","-1.467","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1966","1966","?C","0.629","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1967","1967","?C","0.321","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1968","1968","?C","0.362","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1969","1969","?C","-1.524","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1970","1970","?C","-1.191","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1971","1971","?C","0.293","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1972","1972","?C","0.267","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1973","1973","?C","2.179","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1974","1974","?C","-0.109","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1975","1975","?C","0.519","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1976","1976","?C","0.765","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1977","1977","?C","-1.472","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1978","1978","?C","-0.307","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1979","1979","?C","0.36","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1980","1980","?C","3.139","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1981","1981","?C","-2.202","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1982","1982","?C","3.857","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1983","1983","?C","-3.331","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1984","1984","?C","1.627","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1985","1985","?C","-1.681","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1986","1986","?C","-0.831","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1987","1987","?C","-1.987","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1988","1988","?C","0.008","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1989","1989","?C","0.09","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1990","1990","?C","1.347","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1991","1991","?C","-0.405","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1992","1992","?C","-0.352","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1993","1993","?C","-0.283","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1994","1994","?C","-0.112","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1995","1995","?C","-0.342","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1996","1996","?C","1.748","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1997","1997","?C","2.579","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1998","1998","?C","0.348","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","1999","1999","?C","-0.804","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2000","2000","?C","2.803","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2001","2001","?C","2.379","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2002","2002","?C","-0.61","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2003","2003","?C","-0.035","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2004","2004","?C","-0.364","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2005","2005","?C","-0.641","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2006","2006","?C","1.006","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2007","2007","?C","0.605","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2008","2008","?C","0.484","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2009","2009","?C","1.858","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2010","2010","?C","0.879","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2011","2011","?C","2.954","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2012","2012","?C","1.802","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2013","2013","?C","2.667","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2014","2014","?C","0.853","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2015","2015","?C","1.761","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2016","2016","?C","2.567","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2017","2017","?C","1.745","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2018","2018","?C","0.626","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2019","2019","?C","1.687","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7011","November","2020","2020","?C","2.986","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1961","1961","?C","-1.283","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1962","1962","?C","-1.976","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1963","1963","?C","0.021","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1964","1964","?C","-0.261","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1965","1965","?C","-0.09","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1966","1966","?C","0.88","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1967","1967","?C","0.248","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1968","1968","?C","-1.239","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1969","1969","?C","-0.349","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1970","1970","?C","0.328","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1971","1971","?C","1.321","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1972","1972","?C","-0.706","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1973","1973","?C","-1.271","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1974","1974","?C","2.531","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1975","1975","?C","0.338","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1976","1976","?C","1.925","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1977","1977","?C","-0.871","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1978","1978","?C","-0.757","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1979","1979","?C","0.348","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1980","1980","?C","1.649","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1981","1981","?C","-0.439","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1982","1982","?C","0.817","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1983","1983","?C","-1.77","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1984","1984","?C","1.93","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1985","1985","?C","-2.207","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1986","1986","?C","-1.09","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1987","1987","?C","-0.629","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1988","1988","?C","-1.202","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1989","1989","?C","1.989","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1990","1990","?C","2.083","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1991","1991","?C","1.436","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1992","1992","?C","0.01","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1993","1993","?C","-1.237","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1994","1994","?C","-1.235","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1995","1995","?C","0.204","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1996","1996","?C","0.819","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1997","1997","?C","0.264","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1998","1998","?C","-0.535","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","1999","1999","?C","-2.768","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2000","2000","?C","0.168","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2001","2001","?C","0.747","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2002","2002","?C","-1.784","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2003","2003","?C","1.886","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2004","2004","?C","1.98","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2005","2005","?C","3.003","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2006","2006","?C","-0.656","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2007","2007","?C","0.01","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2008","2008","?C","0.633","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2009","2009","?C","1.227","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2010","2010","?C","0.893","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2011","2011","?C","0.801","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2012","2012","?C","2.413","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2013","2013","?C","1.579","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2014","2014","?C","0.513","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2015","2015","?C","-0.309","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2016","2016","?C","1.433","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2017","2017","?C","-0.03","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2018","2018","?C","2.287","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2019","2019","?C","0.763","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7012","December","2020","2020","?C","1.102","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1961","1961","?C","-0.742","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1962","1962","?C","-1.309","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1963","1963","?C","-1.29","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1964","1964","?C","-0.312","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1965","1965","?C","-0.124","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1966","1966","?C","-0.54","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1967","1967","?C","1.147","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1968","1968","?C","-0.21","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1969","1969","?C","-0.396","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1970","1970","?C","-0.184","Fc","Calculated data"
"ET","Temperature change","30","Antarctica","7271","Temperature change","7016","Dec?Jan?Feb","1971","1971","?C","1.23","Fc","Calculated data"
